bus,storage,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_energy_MWh,cap_existing_power_MW,cap_max_power_MW,cost_fixed_energy_USDperkWh,cost_fixed_power_USDperkW,cost_variable_USDperMWh,duration_hr,efficiency_charge,efficiency_discharge,technology
1642,cats_13,57.7513147,14.8788144,0.048441064,1272.0,53.0,53.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1642,cats_14,57.7513147,14.8788144,0.048441064,1272.0,53.0,53.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1642,cats_15,57.7513147,14.8788144,0.048441064,1272.0,53.0,53.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1642,cats_16,57.7513147,14.8788144,0.048441064,1272.0,53.0,53.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1642,cats_17,57.7513147,14.8788144,0.048441064,1272.0,53.0,53.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1642,cats_18,57.7513147,14.8788144,0.048441064,1272.0,53.0,53.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1634,cats_19,57.7513147,14.8788144,0.048441064,8424.0,351.0,351.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1634,cats_20,57.7513147,14.8788144,0.048441064,8424.0,351.0,351.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1546,cats_21,28.4014104,14.8788144,0.09192319300000001,504.0,21.0,21.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
1546,cats_22,28.4014104,14.8788144,0.09192319300000001,504.0,21.0,21.0,0.0,0.0,0.58,24.0,0.92,0.92,hydroelectric pumped storage
7971,cats_23,401.19412,16.3717118,0.067573963,1200.0,300.0,300.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7971,cats_24,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7751,cats_25,401.19412,16.3717118,0.067573963,20.0,30.0,30.0,0.0,0.0,0.0,0.6666666666666666,0.92,0.92,batteries
463,cats_26,401.19412,16.3717118,0.067573963,6.8,1.0,1.0,0.0,0.0,0.0,6.8,0.92,0.92,batteries
525,cats_27,401.19412,16.3717118,0.067573963,20.0,20.0,20.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
446,cats_28,401.19412,16.3717118,0.067573963,0.5,0.3,0.3,0.0,0.0,0.0,1.6666666666666667,0.92,0.92,batteries
1997,cats_29,401.19412,16.3717118,0.067573963,10.0,10.0,10.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
8569,cats_30,401.19412,16.3717118,0.067573963,10.0,10.0,10.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
1879,cats_31,401.19412,16.3717118,0.067573963,5.0,2.5,2.5,0.0,0.0,0.0,2.0,0.92,0.92,batteries
8185,cats_32,401.19412,16.3717118,0.067573963,920.0,230.0,230.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
43,cats_33,401.19412,16.3717118,0.067573963,1.0,0.5,0.5,0.0,0.0,0.0,2.0,0.92,0.92,batteries
7708,cats_34,401.19412,16.3717118,0.067573963,75.0,75.0,75.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
116,cats_35,401.19412,16.3717118,0.067573963,128.0,37.0,37.0,0.0,0.0,0.0,3.4594594594594597,0.92,0.92,batteries
116,cats_36,401.19412,16.3717118,0.067573963,160.0,35.0,35.0,0.0,0.0,0.0,4.571428571428571,0.92,0.92,batteries
8185,cats_37,401.19412,16.3717118,0.067573963,538.6,115.0,115.0,0.0,0.0,0.0,4.683478260869565,0.92,0.92,batteries
8185,cats_38,401.19412,16.3717118,0.067573963,301.2,63.0,63.0,0.0,0.0,0.0,4.780952380952381,0.92,0.92,batteries
8186,cats_39,401.19412,16.3717118,0.067573963,538.6,115.0,115.0,0.0,0.0,0.0,4.683478260869565,0.92,0.92,batteries
8589,cats_40,401.19412,16.3717118,0.067573963,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
471,cats_41,401.19412,16.3717118,0.067573963,176.0,45.0,45.0,0.0,0.0,0.0,3.911111111111111,0.92,0.92,batteries
471,cats_42,401.19412,16.3717118,0.067573963,176.0,43.0,43.0,0.0,0.0,0.0,4.093023255813954,0.92,0.92,batteries
2151,cats_43,401.19412,16.3717118,0.067573963,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.92,0.92,batteries
1553,cats_44,401.19412,16.3717118,0.067573963,1.5,1.5,1.5,0.0,0.0,0.0,1.0,0.92,0.92,batteries
1051,cats_45,401.19412,16.3717118,0.067573963,1.5,0.5,0.5,0.0,0.0,0.0,3.0,0.92,0.92,batteries
1051,cats_46,401.19412,16.3717118,0.067573963,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.92,0.92,batteries
1516,cats_47,401.19412,16.3717118,0.067573963,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.92,0.92,batteries
8330,cats_48,401.19412,16.3717118,0.067573963,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.92,0.92,batteries
1092,cats_49,401.19412,16.3717118,0.067573963,30.0,7.5,7.5,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8838,cats_50,401.19412,16.3717118,0.067573963,120.0,30.0,30.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7708,cats_51,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8082,cats_52,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8082,cats_53,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
668,cats_54,401.19412,16.3717118,0.067573963,4.5,10.0,10.0,0.0,0.0,0.0,0.45,0.92,0.92,batteries
668,cats_55,401.19412,16.3717118,0.067573963,4.5,10.0,10.0,0.0,0.0,0.0,0.45,0.92,0.92,batteries
712,cats_56,401.19412,16.3717118,0.067573963,9.6,2.4,2.4,0.0,0.0,0.0,4.0,0.92,0.92,batteries
686,cats_57,401.19412,16.3717118,0.067573963,8.0,2.0,2.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
341,cats_58,401.19412,16.3717118,0.067573963,1.0,2.0,2.0,0.0,0.0,0.0,0.5,0.92,0.92,batteries
8758,cats_59,401.19412,16.3717118,0.067573963,8.0,2.0,2.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8113,cats_60,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1878,cats_61,401.19412,16.3717118,0.067573963,120.0,30.0,30.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1553,cats_62,401.19412,16.3717118,0.067573963,10.0,20.0,20.0,0.0,0.0,0.0,0.5,0.92,0.92,batteries
1085,cats_63,401.19412,16.3717118,0.067573963,38.0,40.0,40.0,0.0,0.0,0.0,0.95,0.92,0.92,batteries
7731,cats_64,401.19412,16.3717118,0.067573963,6.9,1.0,1.0,0.0,0.0,0.0,6.9,0.92,0.92,batteries
8073,cats_65,401.19412,16.3717118,0.067573963,6.5,1.0,1.0,0.0,0.0,0.0,6.5,0.92,0.92,batteries
8073,cats_66,401.19412,16.3717118,0.067573963,27.0,4.5,4.5,0.0,0.0,0.0,6.0,0.92,0.92,batteries
7870,cats_67,401.19412,16.3717118,0.067573963,15.0,2.5,2.5,0.0,0.0,0.0,6.0,0.92,0.92,batteries
7870,cats_68,401.19412,16.3717118,0.067573963,19.8,3.3,3.3,0.0,0.0,0.0,6.000000000000001,0.92,0.92,batteries
8044,cats_69,401.19412,16.3717118,0.067573963,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.92,0.92,batteries
1247,cats_70,401.19412,16.3717118,0.067573963,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.92,0.92,batteries
619,cats_71,401.19412,16.3717118,0.067573963,0.9,0.5,0.5,0.0,0.0,0.0,1.8,0.92,0.92,batteries
8112,cats_72,401.19412,16.3717118,0.067573963,800.0,200.0,200.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1072,cats_73,401.19412,16.3717118,0.067573963,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
722,cats_74,401.19412,16.3717118,0.067573963,3.7,1.4,1.4,0.0,0.0,0.0,2.6428571428571432,0.92,0.92,batteries
8074,cats_75,401.19412,16.3717118,0.067573963,36.0,9.0,9.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8074,cats_76,401.19412,16.3717118,0.067573963,24.0,6.0,6.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7972,cats_77,401.19412,16.3717118,0.067573963,730.0,182.5,182.5,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1521,cats_78,401.19412,16.3717118,0.067573963,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.92,0.92,batteries
1220,cats_79,401.19412,16.3717118,0.067573963,10.0,10.0,10.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
1465,cats_80,401.19412,16.3717118,0.067573963,6.0,2.0,2.0,0.0,0.0,0.0,3.0,0.92,0.92,batteries
792,cats_81,401.19412,16.3717118,0.067573963,12.0,3.0,3.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8073,cats_82,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8073,cats_83,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1268,cats_84,401.19412,16.3717118,0.067573963,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
2185,cats_85,401.19412,16.3717118,0.067573963,0.4,0.4,0.4,0.0,0.0,0.0,1.0,0.92,0.92,batteries
2185,cats_86,401.19412,16.3717118,0.067573963,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.92,0.92,batteries
108,cats_87,401.19412,16.3717118,0.067573963,0.3,0.3,0.3,0.0,0.0,0.0,1.0,0.92,0.92,batteries
649,cats_88,401.19412,16.3717118,0.067573963,0.8,0.5,0.5,0.0,0.0,0.0,1.6,0.92,0.92,batteries
528,cats_89,401.19412,16.3717118,0.067573963,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.92,0.92,batteries
676,cats_90,401.19412,16.3717118,0.067573963,9.0,1.5,1.5,0.0,0.0,0.0,6.0,0.92,0.92,batteries
700,cats_91,401.19412,16.3717118,0.067573963,6.3,1.2,1.2,0.0,0.0,0.0,5.25,0.92,0.92,batteries
393,cats_92,401.19412,16.3717118,0.067573963,15.0,2.5,2.5,0.0,0.0,0.0,6.0,0.92,0.92,batteries
677,cats_93,401.19412,16.3717118,0.067573963,6.0,1.0,1.0,0.0,0.0,0.0,6.0,0.92,0.92,batteries
1944,cats_94,401.19412,16.3717118,0.067573963,13.0,2.0,2.0,0.0,0.0,0.0,6.5,0.92,0.92,batteries
700,cats_95,401.19412,16.3717118,0.067573963,5.0,1.0,1.0,0.0,0.0,0.0,5.0,0.92,0.92,batteries
389,cats_96,401.19412,16.3717118,0.067573963,8.6,1.5,1.5,0.0,0.0,0.0,5.733333333333333,0.92,0.92,batteries
713,cats_97,401.19412,16.3717118,0.067573963,32.6,4.9,4.9,0.0,0.0,0.0,6.653061224489796,0.92,0.92,batteries
7870,cats_98,401.19412,16.3717118,0.067573963,7.2,1.3,1.3,0.0,0.0,0.0,5.538461538461538,0.92,0.92,batteries
8342,cats_99,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7708,cats_100,401.19412,16.3717118,0.067573963,135.0,33.8,33.8,0.0,0.0,0.0,3.9940828402366866,0.92,0.92,batteries
7708,cats_101,401.19412,16.3717118,0.067573963,200.0,50.0,50.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7708,cats_102,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
7708,cats_103,401.19412,16.3717118,0.067573963,186.0,46.5,46.5,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1458,cats_104,401.19412,16.3717118,0.067573963,44.0,11.0,11.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8004,cats_105,401.19412,16.3717118,0.067573963,700.0,250.0,250.0,0.0,0.0,0.0,2.8,0.92,0.92,batteries
8074,cats_106,401.19412,16.3717118,0.067573963,20.0,20.0,20.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
1463,cats_107,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1178,cats_108,401.19412,16.3717118,0.067573963,242.0,60.0,60.0,0.0,0.0,0.0,4.033333333333333,0.92,0.92,batteries
1658,cats_109,401.19412,16.3717118,0.067573963,240.0,60.0,60.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
2235,cats_110,401.19412,16.3717118,0.067573963,140.0,35.0,35.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
2235,cats_111,401.19412,16.3717118,0.067573963,200.0,50.0,50.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8186,cats_112,401.19412,16.3717118,0.067573963,528.0,132.0,132.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8186,cats_113,401.19412,16.3717118,0.067573963,440.0,110.0,110.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1080,cats_114,401.19412,16.3717118,0.067573963,1.0,0.4,0.4,0.0,0.0,0.0,2.5,0.92,0.92,batteries
448,cats_115,401.19412,16.3717118,0.067573963,3.4,8.3,8.3,0.0,0.0,0.0,0.4096385542168674,0.92,0.92,batteries
1080,cats_116,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1080,cats_117,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1834,cats_118,401.19412,16.3717118,0.067573963,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.92,0.92,batteries
308,cats_119,401.19412,16.3717118,0.067573963,50.0,20.0,20.0,0.0,0.0,0.0,2.5,0.92,0.92,batteries
7888,cats_120,401.19412,16.3717118,0.067573963,250.0,125.0,125.0,0.0,0.0,0.0,2.0,0.92,0.92,batteries
295,cats_121,401.19412,16.3717118,0.067573963,200.0,100.0,100.0,0.0,0.0,0.0,2.0,0.92,0.92,batteries
295,cats_122,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1393,cats_123,401.19412,16.3717118,0.067573963,2.5,2.5,2.5,0.0,0.0,0.0,1.0,0.92,0.92,batteries
1393,cats_124,401.19412,16.3717118,0.067573963,2.5,2.5,2.5,0.0,0.0,0.0,1.0,0.92,0.92,batteries
171,cats_125,401.19412,16.3717118,0.067573963,8.8,2.2,2.2,0.0,0.0,0.0,4.0,0.92,0.92,batteries
296,cats_126,401.19412,16.3717118,0.067573963,31.5,11.0,11.0,0.0,0.0,0.0,2.8636363636363638,0.92,0.92,batteries
295,cats_127,401.19412,16.3717118,0.067573963,272.0,144.0,144.0,0.0,0.0,0.0,1.8888888888888888,0.92,0.92,batteries
296,cats_128,401.19412,16.3717118,0.067573963,250.0,120.0,120.0,0.0,0.0,0.0,2.0833333333333335,0.92,0.92,batteries
8074,cats_129,401.19412,16.3717118,0.067573963,80.0,20.0,20.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
295,cats_130,401.19412,16.3717118,0.067573963,70.0,33.0,33.0,0.0,0.0,0.0,2.121212121212121,0.92,0.92,batteries
295,cats_131,401.19412,16.3717118,0.067573963,83.5,40.0,40.0,0.0,0.0,0.0,2.0875,0.92,0.92,batteries
2314,cats_132,401.19412,16.3717118,0.067573963,88.0,40.0,40.0,0.0,0.0,0.0,2.2,0.92,0.92,batteries
8186,cats_133,401.19412,16.3717118,0.067573963,448.0,112.0,112.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1143,cats_134,401.19412,16.3717118,0.067573963,2.2,1.0,1.0,0.0,0.0,0.0,2.2,0.92,0.92,batteries
2379,cats_135,401.19412,16.3717118,0.067573963,800.0,200.0,200.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
2379,cats_136,401.19412,16.3717118,0.067573963,600.0,150.0,150.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
2110,cats_137,401.19412,16.3717118,0.067573963,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.92,0.92,batteries
8589,cats_138,401.19412,16.3717118,0.067573963,3.0,0.7,0.7,0.0,0.0,0.0,4.285714285714286,0.92,0.92,batteries
8587,cats_139,401.19412,16.3717118,0.067573963,0.9,0.5,0.5,0.0,0.0,0.0,1.8,0.92,0.92,batteries
573,cats_140,401.19412,16.3717118,0.067573963,3.1,0.8,0.8,0.0,0.0,0.0,3.875,0.92,0.92,batteries
1809,cats_141,401.19412,16.3717118,0.067573963,1.1,0.6,0.6,0.0,0.0,0.0,1.8333333333333335,0.92,0.92,batteries
452,cats_142,401.19412,16.3717118,0.067573963,2.1,1.1,1.1,0.0,0.0,0.0,1.909090909090909,0.92,0.92,batteries
7917,cats_143,401.19412,16.3717118,0.067573963,2.1,0.9,0.9,0.0,0.0,0.0,2.3333333333333335,0.92,0.92,batteries
690,cats_144,401.19412,16.3717118,0.067573963,4.0,2.1,2.1,0.0,0.0,0.0,1.9047619047619047,0.92,0.92,batteries
2235,cats_145,401.19412,16.3717118,0.067573963,920.0,230.0,230.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
8340,cats_146,401.19412,16.3717118,0.067573963,508.0,127.0,127.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
1541,cats_147,401.19412,16.3717118,0.067573963,212.0,85.0,85.0,0.0,0.0,0.0,2.4941176470588236,0.92,0.92,batteries
1541,cats_148,401.19412,16.3717118,0.067573963,216.0,54.0,54.0,0.0,0.0,0.0,4.0,0.92,0.92,batteries
2160,cats_149,401.19412,16.3717118,0.067573963,1.3,0.7,0.7,0.0,0.0,0.0,1.8571428571428574,0.92,0.92,batteries
